id_coupure,date_publication,date_debut,heure_debut,date_fin,heure_fin,duree_minutes,annee,mois,jour_semaine,periode_journee,region,province,ville,zone,latitude,longitude,type_coupure,cause,statut,source_name,source_type,url_source,niveau_confiance,niveau_impact,temperature_max,precipitation,irradiation_solaire
198,2024-04-09,2024-04-11,06:30,2024-04-11,09:30,180,2024,4,Thursday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,perturbation,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,35.5,0.7,6.78
199,2022-06-29,2022-07-01,12:30,2022-07-01,16:30,240,2022,7,Friday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,travaux entretien réseau,terminée,Donnée expérimentale,simulation,,0.2,moyen,31.0,1.9,5.08
200,2024-01-30,2024-01-30,16:30,2024-01-30,21:30,300,2024,1,Tuesday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,37.0,4.0,6.3
201,2024-05-17,2024-05-19,20:00,2024-05-20,04:00,480,2024,5,Sunday,soir,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,37.7,2.2,6.54
202,2023-08-11,2023-08-11,12:00,2023-08-11,13:30,90,2023,8,Friday,après-midi,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,prévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,40.1,0,5.0
203,2020-05-24,2020-05-26,18:00,2020-05-26,23:00,300,2020,5,Tuesday,soir,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,imprévue,maintenance programmée,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,34.8,0,4.98
204,2024-06-12,2024-06-15,12:00,2024-06-15,14:00,120,2024,6,Saturday,après-midi,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,imprévue,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,37.5,5.7,4.61
205,2020-02-14,2020-02-15,08:30,2020-02-15,12:30,240,2020,2,Saturday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,perturbation,maintenance programmée,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,31.2,0.3,4.7
206,2022-02-20,2022-02-21,12:00,2022-02-21,15:00,180,2022,2,Monday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,imprévue,raccordement nouveaux postes,terminée,Donnée expérimentale,simulation,,0.2,moyen,30.7,5.0,6.15
207,2020-06-16,2020-06-17,10:00,2020-06-17,18:00,480,2020,6,Wednesday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,34.0,0,5.47
208,2023-09-14,2023-09-17,10:00,2023-09-17,13:00,180,2023,9,Sunday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,perturbation,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,41.0,0,5.18
209,2023-07-28,2023-07-29,06:00,2023-07-29,10:00,240,2023,7,Saturday,matin,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,imprévue,déficit de production,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,41.4,3.7,6.64
210,2022-04-17,2022-04-17,12:00,2022-04-17,15:00,180,2022,4,Sunday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,imprévue,orage ou intempéries,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,35.5,0,5.39
211,2025-10-18,2025-10-19,18:00,2025-10-20,00:00,360,2025,10,Sunday,soir,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,travaux entretien réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,32.0,1.4,6.64
212,2024-04-07,2024-04-09,07:00,2024-04-09,09:00,120,2024,4,Tuesday,matin,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,imprévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,37.0,3.4,5.58
213,2020-11-26,2020-11-27,14:00,2020-11-27,15:00,60,2020,11,Friday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,42.0,1.3,5.12
214,2025-12-12,2025-12-13,06:00,2025-12-13,14:00,480,2025,12,Saturday,matin,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,travaux entretien réseau,terminée,Donnée expérimentale,simulation,,0.2,élevé,42.9,2.4,5.06
215,2023-03-29,2023-03-31,08:00,2023-03-31,09:30,90,2023,3,Friday,matin,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,imprévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,37.2,0,5.78
216,2022-09-15,2022-09-18,07:00,2022-09-18,15:00,480,2022,9,Sunday,matin,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,prévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,34.8,3.3,6.36
217,2021-10-09,2021-10-09,09:30,2021-10-09,15:30,360,2021,10,Saturday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,perturbation,travaux entretien réseau,terminée,Signalement utilisateur,terrain,,0.55,élevé,38.5,0.6,5.61
218,2023-10-03,2023-10-03,20:00,2023-10-03,21:00,60,2023,10,Tuesday,soir,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,perturbation,surcharge du réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,30.2,0,6.08
219,2026-03-17,2026-03-20,18:00,2026-03-21,00:00,360,2026,3,Friday,soir,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,30.8,4.2,5.97
220,2021-09-15,2021-09-17,18:00,2021-09-17,21:00,180,2021,9,Friday,soir,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,29.9,2.8,5.13
221,2021-09-19,2021-09-21,18:00,2021-09-21,19:30,90,2021,9,Tuesday,soir,Centre,Kadiogo,Ouagadougou,Gounghin,12.357,-1.543,prévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,faible,32.7,2.7,4.63
222,2022-06-10,2022-06-13,14:30,2022-06-13,19:30,300,2022,6,Monday,après-midi,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,perturbation,surcharge du réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,38.6,2.0,6.47
223,2021-08-07,2021-08-10,16:30,2021-08-10,19:30,180,2021,8,Tuesday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,imprévue,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,31.8,0.2,4.56
224,2021-07-12,2021-07-14,16:00,2021-07-14,19:00,180,2021,7,Wednesday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,perturbation,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,34.2,5.5,5.85
225,2024-03-11,2024-03-11,14:30,2024-03-11,17:30,180,2024,3,Monday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,imprévue,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,40.2,0.3,5.01
226,2024-11-12,2024-11-15,18:00,2024-11-15,22:00,240,2024,11,Friday,soir,Centre,Kadiogo,Ouagadougou,Rayongo,12.318,-1.451,travaux,orage ou intempéries,terminée,Signalement utilisateur,terrain,,0.55,moyen,37.4,0.7,5.09
227,2026-03-17,2026-03-17,09:00,2026-03-17,14:00,300,2026,3,Tuesday,matin,Centre,Kadiogo,Ouagadougou,Rayongo,12.318,-1.451,imprévue,incident technique,terminée,Signalement utilisateur,terrain,,0.55,élevé,32.3,1.8,6.0
228,2024-05-03,2024-05-05,14:00,2024-05-05,16:00,120,2024,5,Sunday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,surcharge du réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,41.6,5.6,5.46
229,2021-03-15,2021-03-18,14:00,2021-03-18,18:00,240,2021,3,Thursday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,40.0,0.8,4.71
230,2022-09-05,2022-09-05,06:00,2022-09-05,09:00,180,2022,9,Monday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,imprévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,moyen,40.3,7.3,6.32
231,2023-03-02,2023-03-02,18:00,2023-03-02,20:00,120,2023,3,Thursday,soir,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,31.0,0,5.85
232,2021-12-29,2021-12-31,07:00,2021-12-31,10:00,180,2021,12,Friday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,30.8,0,4.84
233,2023-03-04,2023-03-04,16:00,2023-03-04,17:30,90,2023,3,Saturday,après-midi,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,perturbation,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,42.9,0,4.63
234,2021-09-24,2021-09-27,18:00,2021-09-27,23:00,300,2021,9,Monday,soir,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,39.3,6.5,5.62
235,2024-05-02,2024-05-05,20:00,2024-05-05,21:00,60,2024,5,Sunday,soir,Centre,Kadiogo,Ouagadougou,Gounghin,12.357,-1.543,travaux,raccordement nouveaux postes,terminée,Donnée expérimentale,simulation,,0.2,faible,34.7,0.8,5.43
236,2021-07-26,2021-07-26,16:00,2021-07-26,19:00,180,2021,7,Monday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,perturbation,travaux entretien réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,36.7,0,6.53
237,2020-08-15,2020-08-17,07:00,2020-08-17,12:00,300,2020,8,Monday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,perturbation,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,32.6,0,5.72
238,2020-09-18,2020-09-18,10:00,2020-09-18,16:00,360,2020,9,Friday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,imprévue,déficit de production,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,32.5,0,6.13
239,2024-01-25,2024-01-27,09:00,2024-01-27,10:30,90,2024,1,Saturday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,38.8,1.9,6.21
240,2025-07-17,2025-07-17,18:00,2025-07-17,23:00,300,2025,7,Thursday,soir,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,32.4,2.7,6.58
241,2026-03-15,2026-03-17,18:00,2026-03-17,19:00,60,2026,3,Tuesday,soir,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,travaux,surcharge du réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,42.8,0,6.0
242,2020-01-29,2020-01-30,20:00,2020-01-31,00:00,240,2020,1,Thursday,soir,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,imprévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,41.4,2.7,5.79
243,2024-12-29,2024-12-30,18:00,2024-12-30,19:30,90,2024,12,Monday,soir,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,perturbation,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,38.6,0,5.92
244,2020-03-31,2020-03-31,14:00,2020-03-31,22:00,480,2020,3,Tuesday,après-midi,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,prévue,travaux entretien réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,élevé,30.6,0,5.74
245,2022-12-28,2022-12-28,08:00,2022-12-28,09:00,60,2022,12,Wednesday,matin,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,imprévue,orage ou intempéries,terminée,Signalement utilisateur,terrain,,0.55,faible,37.8,0,5.53
246,2022-05-11,2022-05-13,18:00,2022-05-13,19:30,90,2022,5,Friday,soir,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,imprévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,faible,37.8,2.3,6.72
247,2023-01-29,2023-01-30,18:00,2023-01-30,19:00,60,2023,1,Monday,soir,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,prévue,surcharge du réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,34.1,0.0,4.68
248,2023-07-19,2023-07-20,18:30,2023-07-20,20:00,90,2023,7,Thursday,soir,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,imprévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,faible,40.1,0,5.01
249,2025-07-10,2025-07-11,18:00,2025-07-11,19:30,90,2025,7,Friday,soir,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,incident technique,terminée,Donnée expérimentale,simulation,,0.2,faible,30.3,8.9,5.98
250,2023-06-06,2023-06-08,08:00,2023-06-08,09:30,90,2023,6,Thursday,matin,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,perturbation,travaux entretien réseau,terminée,Signalement utilisateur,terrain,,0.55,faible,36.0,3.8,4.55
251,2020-09-05,2020-09-08,06:00,2020-09-08,12:00,360,2020,9,Tuesday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,travaux,déficit de production,terminée,Donnée expérimentale,simulation,,0.2,élevé,33.1,0,4.62
252,2023-08-09,2023-08-09,20:00,2023-08-09,23:00,180,2023,8,Wednesday,soir,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,perturbation,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,32.7,0.7,5.89
253,2025-05-15,2025-05-17,10:30,2025-05-17,14:30,240,2025,5,Saturday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,perturbation,raccordement nouveaux postes,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,39.1,4.4,5.46
254,2026-03-23,2026-03-25,10:00,2026-03-25,16:00,360,2026,3,Wednesday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,perturbation,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,31.9,0,6.5
255,2025-01-28,2025-01-30,14:00,2025-01-30,20:00,360,2025,1,Thursday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,incident technique,terminée,Signalement utilisateur,terrain,,0.55,élevé,33.4,0,5.16
256,2024-02-04,2024-02-06,20:00,2024-02-06,22:00,120,2024,2,Tuesday,soir,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,39.2,0.8,4.81
257,2022-04-21,2022-04-21,10:00,2022-04-21,11:30,90,2022,4,Thursday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,faible,39.8,1.9,5.99
258,2024-04-02,2024-04-02,14:00,2024-04-02,22:00,480,2024,4,Tuesday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,32.5,0,5.21
259,2023-10-11,2023-10-13,12:00,2023-10-13,13:30,90,2023,10,Friday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,imprévue,incident technique,terminée,Donnée expérimentale,simulation,,0.2,faible,32.4,3.0,5.31
260,2023-08-11,2023-08-12,10:00,2023-08-12,12:00,120,2023,8,Saturday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,perturbation,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,40.0,0,6.75
261,2025-05-24,2025-05-26,10:30,2025-05-26,16:30,360,2025,5,Monday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,prévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,36.0,0,6.24
262,2020-05-02,2020-05-05,10:00,2020-05-05,12:00,120,2020,5,Tuesday,matin,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,imprévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,moyen,35.3,0,6.45
263,2024-12-29,2025-01-01,06:00,2025-01-01,07:30,90,2025,1,Wednesday,matin,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,surcharge du réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,41.2,0,4.65
264,2020-12-15,2020-12-15,06:00,2020-12-15,07:00,60,2020,12,Tuesday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,29.2,0,6.68
265,2020-04-12,2020-04-12,07:00,2020-04-12,10:00,180,2020,4,Sunday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,41.1,0,5.92
266,2024-05-08,2024-05-09,16:30,2024-05-09,18:00,90,2024,5,Thursday,après-midi,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,travaux,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,38.6,1.9,5.47
267,2023-09-03,2023-09-05,12:00,2023-09-05,16:00,240,2023,9,Tuesday,après-midi,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,imprévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,41.2,0,5.46
268,2025-08-15,2025-08-17,06:30,2025-08-17,12:30,360,2025,8,Sunday,matin,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,travaux,déficit de production,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,33.9,0,6.24
269,2025-06-25,2025-06-26,16:00,2025-06-26,17:00,60,2025,6,Thursday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,travaux,travaux entretien réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,29.3,2.1,5.56
270,2020-03-21,2020-03-23,14:00,2020-03-23,15:30,90,2020,3,Monday,après-midi,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,prévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,35.5,0,5.56
271,2025-10-20,2025-10-23,14:30,2025-10-23,20:30,360,2025,10,Thursday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,perturbation,incident technique,terminée,Donnée expérimentale,simulation,,0.2,élevé,36.9,3.5,6.76
272,2024-01-20,2024-01-23,20:00,2024-01-24,00:00,240,2024,1,Tuesday,soir,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,prévue,déficit de production,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,35.2,0,5.19
273,2023-05-19,2023-05-21,09:00,2023-05-21,13:00,240,2023,5,Sunday,matin,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,imprévue,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,32.3,1.4,4.58
274,2023-09-06,2023-09-06,07:00,2023-09-06,12:00,300,2023,9,Wednesday,matin,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,prévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,élevé,37.4,1.2,6.48
275,2025-04-30,2025-04-30,07:00,2025-04-30,10:00,180,2025,4,Wednesday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,imprévue,incident technique,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,38.2,0,5.61
276,2024-02-08,2024-02-11,10:00,2024-02-11,14:00,240,2024,2,Sunday,matin,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,prévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,31.8,0,6.79
277,2020-05-09,2020-05-09,06:00,2020-05-09,09:00,180,2020,5,Saturday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,travaux entretien réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,34.5,0.3,5.35
278,2022-03-04,2022-03-05,07:00,2022-03-05,15:00,480,2022,3,Saturday,matin,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,travaux,déficit de production,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,32.8,0,5.93
279,2024-07-14,2024-07-17,07:00,2024-07-17,08:30,90,2024,7,Wednesday,matin,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,travaux entretien réseau,terminée,Donnée expérimentale,simulation,,0.2,faible,41.4,0,5.71
280,2026-06-07,2026-06-07,06:00,2026-06-07,10:00,240,2026,6,Sunday,matin,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,38.4,1.1,5.71
281,2025-12-24,2025-12-26,10:00,2025-12-26,11:00,60,2025,12,Friday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,prévue,déficit de production,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,32.6,0,5.51
282,2021-01-26,2021-01-28,10:30,2021-01-28,14:30,240,2021,1,Thursday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,perturbation,travaux entretien réseau,terminée,Signalement utilisateur,terrain,,0.55,moyen,34.2,1.3,5.16
283,2025-12-12,2025-12-15,12:30,2025-12-15,18:30,360,2025,12,Monday,après-midi,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,perturbation,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,élevé,29.8,0,6.78
284,2021-04-05,2021-04-08,07:00,2021-04-08,08:00,60,2021,4,Thursday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,orage ou intempéries,terminée,Signalement utilisateur,terrain,,0.55,faible,35.7,4.8,6.28
285,2025-08-11,2025-08-13,08:00,2025-08-13,14:00,360,2025,8,Wednesday,matin,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,prévue,surcharge du réseau,terminée,Donnée expérimentale,simulation,,0.2,élevé,30.8,3.1,6.47
286,2023-01-05,2023-01-05,14:00,2023-01-05,15:00,60,2023,1,Thursday,après-midi,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,imprévue,raccordement nouveaux postes,terminée,Lefaso.net,media,https://lefaso.net/,0.8,faible,32.9,0.2,5.08
287,2023-06-09,2023-06-09,06:00,2023-06-09,07:30,90,2023,6,Friday,matin,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,prévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,38.7,0.1,6.32
288,2020-03-18,2020-03-18,12:00,2020-03-18,17:00,300,2020,3,Wednesday,après-midi,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,imprévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,élevé,40.9,0.5,5.16
289,2022-11-11,2022-11-13,09:30,2022-11-13,13:30,240,2022,11,Sunday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,travaux,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,30.9,4.4,6.51
290,2020-05-30,2020-06-02,20:00,2020-06-02,22:00,120,2020,6,Tuesday,soir,Centre,Kadiogo,Ouagadougou,Gounghin,12.357,-1.543,travaux,incident technique,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,36.0,0,5.98
291,2020-06-03,2020-06-06,07:00,2020-06-06,10:00,180,2020,6,Saturday,matin,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,perturbation,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,39.4,8.7,6.31
292,2024-05-06,2024-05-08,08:00,2024-05-08,09:00,60,2024,5,Wednesday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,prévue,incident technique,terminée,Donnée expérimentale,simulation,,0.2,faible,41.7,1.7,6.16
293,2024-12-17,2024-12-19,08:00,2024-12-19,14:00,360,2024,12,Thursday,matin,Sud-Ouest,,Gaoua,Centre-ville,10.328,-3.178,perturbation,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,39.2,0,6.2
294,2020-09-20,2020-09-23,10:00,2020-09-23,13:00,180,2020,9,Wednesday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,41.8,0.3,4.77
295,2026-06-21,2026-06-23,20:00,2026-06-24,04:00,480,2026,6,Tuesday,soir,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,imprévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,39.3,5.3,5.86
296,2024-09-24,2024-09-26,14:00,2024-09-26,19:00,300,2024,9,Thursday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,30.0,1.2,5.4
297,2024-06-10,2024-06-10,12:30,2024-06-10,17:30,300,2024,6,Monday,après-midi,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,prévue,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,39.2,2.9,6.6
