id_coupure,date_publication,date_debut,heure_debut,date_fin,heure_fin,duree_minutes,annee,mois,jour_semaine,periode_journee,region,province,ville,zone,latitude,longitude,type_coupure,cause,statut,source_name,source_type,url_source,niveau_confiance,niveau_impact,temperature_max,precipitation,irradiation_solaire,duree_heures,coupure_longue,debut_datetime,heure_num,jour_num,weekend,classe_duree,risque_zone
161,2024-04-25,2024-04-26,12:00,2024-04-26,16:00,240,2024,4,Friday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,perturbation,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,36.3,0.0,4.89,4.0,True,2024-04-26 12:00:00,12,4,False,moyenne,19
162,2025-11-17,2025-11-20,07:00,2025-11-20,11:00,240,2025,11,Thursday,matin,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,perturbation,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,39.8,3.7,6.59,4.0,True,2025-11-20 07:00:00,7,3,False,moyenne,17
163,2020-10-20,2020-10-20,08:30,2020-10-20,10:00,90,2020,10,Tuesday,matin,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,prévue,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,36.2,1.2,4.98,1.5,False,2020-10-20 08:30:00,8,1,False,moyenne,17
164,2026-05-11,2026-05-13,07:00,2026-05-13,08:00,60,2026,5,Wednesday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,perturbation,raccordement nouveaux postes,terminée,Donnée expérimentale,simulation,,0.2,faible,35.4,5.4,4.61,1.0,False,2026-05-13 07:00:00,7,2,False,courte,31
165,2024-03-19,2024-03-19,12:00,2024-03-19,17:00,300,2024,3,Tuesday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,perturbation,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,34.5,1.0,5.03,5.0,True,2024-03-19 12:00:00,12,1,False,longue,19
166,2025-02-10,2025-02-13,07:00,2025-02-13,08:30,90,2025,2,Thursday,matin,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,perturbation,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,faible,34.8,1.3,5.95,1.5,False,2025-02-13 07:00:00,7,3,False,moyenne,19
167,2022-08-19,2022-08-22,16:00,2022-08-22,20:00,240,2022,8,Monday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,32.8,1.9,6.38,4.0,True,2022-08-22 16:00:00,16,0,False,moyenne,16
168,2024-07-14,2024-07-15,20:00,2024-07-16,01:00,300,2024,7,Monday,soir,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,imprévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,37.6,2.8,6.13,5.0,True,2024-07-15 20:00:00,20,0,False,longue,24
169,2020-11-22,2020-11-23,16:00,2020-11-24,00:00,480,2020,11,Monday,après-midi,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,38.0,0.5,4.66,8.0,True,2020-11-23 16:00:00,16,0,False,longue,21
170,2025-03-14,2025-03-16,10:00,2025-03-16,14:00,240,2025,3,Sunday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,33.1,0.0,5.55,4.0,True,2025-03-16 10:00:00,10,6,True,moyenne,25
171,2023-01-28,2023-01-31,09:00,2023-01-31,13:00,240,2023,1,Tuesday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,imprévue,surcharge du réseau,terminée,Signalement utilisateur,terrain,,0.55,moyen,41.7,0.0,5.25,4.0,True,2023-01-31 09:00:00,9,1,False,moyenne,23
172,2025-11-07,2025-11-09,08:00,2025-11-09,16:00,480,2025,11,Sunday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,perturbation,incident technique,terminée,Donnée expérimentale,simulation,,0.2,élevé,42.4,2.5,4.82,8.0,True,2025-11-09 08:00:00,8,6,True,longue,56
173,2025-04-11,2025-04-14,09:00,2025-04-14,15:00,360,2025,4,Monday,matin,Centre,Kadiogo,Ouagadougou,Gounghin,12.357,-1.543,imprévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,36.0,0.5,4.7,6.0,True,2025-04-14 09:00:00,9,0,False,longue,9
174,2020-07-29,2020-07-31,20:00,2020-08-01,01:00,300,2020,7,Friday,soir,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,perturbation,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,42.5,0.0,5.78,5.0,True,2020-07-31 20:00:00,20,4,False,longue,11
175,2020-08-23,2020-08-23,08:00,2020-08-23,09:00,60,2020,8,Sunday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,33.9,3.5,5.78,1.0,False,2020-08-23 08:00:00,8,6,True,courte,25
176,2026-03-24,2026-03-26,06:00,2026-03-26,14:00,480,2026,3,Thursday,matin,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,perturbation,maintenance programmée,terminée,Faso Actu,media,https://faso-actu.info/,0.75,élevé,30.8,0.0,4.93,8.0,True,2026-03-26 06:00:00,6,3,False,longue,17
177,2024-02-27,2024-02-27,12:00,2024-02-27,13:30,90,2024,2,Tuesday,après-midi,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,perturbation,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,faible,32.0,0.2,4.94,1.5,False,2024-02-27 12:00:00,12,1,False,moyenne,13
178,2021-08-25,2021-08-26,07:30,2021-08-26,09:00,90,2021,8,Thursday,matin,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,travaux,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,42.3,3.7,4.68,1.5,False,2021-08-26 07:30:00,7,3,False,moyenne,17
179,2024-03-14,2024-03-14,18:00,2024-03-14,22:00,240,2024,3,Thursday,soir,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,maintenance programmée,terminée,Donnée expérimentale,simulation,,0.2,moyen,34.4,3.5,5.97,4.0,True,2024-03-14 18:00:00,18,3,False,moyenne,26
180,2021-01-24,2021-01-24,06:30,2021-01-24,07:30,60,2021,1,Sunday,matin,Hauts-Bassins,,Bobo-Dioulasso,Accart-Ville,11.172,-4.297,imprévue,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,35.0,1.5,6.34,1.0,False,2021-01-24 06:30:00,6,6,True,courte,19
181,2021-08-15,2021-08-15,16:00,2021-08-16,00:00,480,2021,8,Sunday,après-midi,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,prévue,surcharge du réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,39.8,2.3,5.67,8.0,True,2021-08-15 16:00:00,16,6,True,longue,21
182,2020-04-23,2020-04-26,14:00,2020-04-26,16:00,120,2020,4,Sunday,après-midi,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,imprévue,raccordement nouveaux postes,terminée,Signalement utilisateur,terrain,,0.55,moyen,33.1,4.0,6.63,2.0,False,2020-04-26 14:00:00,14,6,True,moyenne,24
183,2020-01-11,2020-01-13,07:00,2020-01-13,09:00,120,2020,1,Monday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,perturbation,travaux entretien réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,30.1,1.5,4.8,2.0,False,2020-01-13 07:00:00,7,0,False,moyenne,25
184,2022-05-13,2022-05-15,16:00,2022-05-15,22:00,360,2022,5,Sunday,après-midi,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,prévue,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,32.7,4.3,6.7,6.0,True,2022-05-15 16:00:00,16,6,True,longue,24
185,2021-07-08,2021-07-08,16:30,2021-07-08,18:30,120,2021,7,Thursday,après-midi,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,prévue,incident technique,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,38.8,2.1,5.71,2.0,False,2021-07-08 16:30:00,16,3,False,moyenne,12
186,2026-05-28,2026-05-29,08:00,2026-05-29,09:00,60,2026,5,Friday,matin,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,imprévue,travaux entretien réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,39.8,0.0,5.96,1.0,False,2026-05-29 08:00:00,8,4,False,courte,17
187,2020-01-31,2020-01-31,06:00,2020-01-31,14:00,480,2020,1,Friday,matin,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,travaux entretien réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,31.5,0.0,5.04,8.0,True,2020-01-31 06:00:00,6,4,False,longue,56
188,2020-12-30,2021-01-01,18:00,2021-01-01,20:00,120,2021,1,Friday,soir,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,perturbation,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,40.0,0.0,6.41,2.0,False,2021-01-01 18:00:00,18,4,False,moyenne,13
189,2026-03-22,2026-03-23,14:30,2026-03-23,16:30,120,2026,3,Monday,après-midi,Centre,Kadiogo,Ouagadougou,Rayongo,12.318,-1.451,imprévue,raccordement nouveaux postes,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,33.7,0.0,6.3,2.0,False,2026-03-23 14:30:00,14,0,False,moyenne,6
190,2023-09-26,2023-09-26,10:00,2023-09-26,11:00,60,2023,9,Tuesday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,imprévue,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,35.8,2.0,5.44,1.0,False,2023-09-26 10:00:00,10,1,False,courte,23
191,2022-06-11,2022-06-11,06:00,2022-06-11,14:00,480,2022,6,Saturday,matin,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,37.3,10.5,5.37,8.0,True,2022-06-11 06:00:00,6,5,True,longue,26
192,2025-02-01,2025-02-04,07:30,2025-02-04,13:30,360,2025,2,Tuesday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,perturbation,surcharge du réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,40.2,0.0,5.4,6.0,True,2025-02-04 07:30:00,7,1,False,longue,56
193,2025-09-27,2025-09-30,08:30,2025-09-30,09:30,60,2025,9,Tuesday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,déficit de production,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,41.9,1.1,4.63,1.0,False,2025-09-30 08:30:00,8,1,False,courte,31
194,2020-06-13,2020-06-16,20:00,2020-06-17,00:00,240,2020,6,Tuesday,soir,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,imprévue,déficit de production,terminée,Signalement utilisateur,terrain,,0.55,moyen,35.6,4.8,4.98,4.0,True,2020-06-16 20:00:00,20,1,False,moyenne,31
195,2022-04-23,2022-04-26,09:00,2022-04-26,10:30,90,2022,4,Tuesday,matin,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,imprévue,déficit de production,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,29.3,0.0,5.01,1.5,False,2022-04-26 09:00:00,9,1,False,moyenne,26
196,2022-03-11,2022-03-14,08:00,2022-03-14,09:00,60,2022,3,Monday,matin,Sud-Ouest,,Gaoua,Centre-Ville,10.328,-3.178,prévue,incident technique,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,40.1,0.3,6.14,1.0,False,2022-03-14 08:00:00,8,0,False,courte,21
197,2022-10-27,2022-10-27,18:00,2022-10-27,19:00,60,2022,10,Thursday,soir,Centre,Kadiogo,Ouagadougou,Gounghin,12.357,-1.543,imprévue,maintenance programmée,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,30.7,0.0,6.19,1.0,False,2022-10-27 18:00:00,18,3,False,courte,9
198,2024-04-09,2024-04-11,06:30,2024-04-11,09:30,180,2024,4,Thursday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,perturbation,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,35.5,0.7,6.78,3.0,False,2024-04-11 06:30:00,6,3,False,moyenne,56
199,2022-06-29,2022-07-01,12:30,2022-07-01,16:30,240,2022,7,Friday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,travaux entretien réseau,terminée,Donnée expérimentale,simulation,,0.2,moyen,31.0,1.9,5.08,4.0,True,2022-07-01 12:30:00,12,4,False,moyenne,28
200,2024-01-30,2024-01-30,16:30,2024-01-30,21:30,300,2024,1,Tuesday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,37.0,4.0,6.3,5.0,True,2024-01-30 16:30:00,16,1,False,longue,16
201,2024-05-17,2024-05-19,20:00,2024-05-20,04:00,480,2024,5,Sunday,soir,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,incident technique,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,37.7,2.2,6.54,8.0,True,2024-05-19 20:00:00,20,6,True,longue,56
202,2023-08-11,2023-08-11,12:00,2023-08-11,13:30,90,2023,8,Friday,après-midi,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,prévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,40.1,0.0,5.0,1.5,False,2023-08-11 12:00:00,12,4,False,moyenne,23
203,2020-05-24,2020-05-26,18:00,2020-05-26,23:00,300,2020,5,Tuesday,soir,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,imprévue,maintenance programmée,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,34.8,0.0,4.98,5.0,True,2020-05-26 18:00:00,18,1,False,longue,24
204,2024-06-12,2024-06-15,12:00,2024-06-15,14:00,120,2024,6,Saturday,après-midi,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,imprévue,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,37.5,5.7,4.61,2.0,False,2024-06-15 12:00:00,12,5,True,moyenne,25
205,2020-02-14,2020-02-15,08:30,2020-02-15,12:30,240,2020,2,Saturday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,perturbation,maintenance programmée,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,31.2,0.3,4.7,4.0,True,2020-02-15 08:30:00,8,5,True,moyenne,23
206,2022-02-20,2022-02-21,12:00,2022-02-21,15:00,180,2022,2,Monday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,imprévue,raccordement nouveaux postes,terminée,Donnée expérimentale,simulation,,0.2,moyen,30.7,5.0,6.15,3.0,False,2022-02-21 12:00:00,12,0,False,moyenne,28
207,2020-06-16,2020-06-17,10:00,2020-06-17,18:00,480,2020,6,Wednesday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,34.0,0.0,5.47,8.0,True,2020-06-17 10:00:00,10,2,False,longue,31
208,2023-09-14,2023-09-17,10:00,2023-09-17,13:00,180,2023,9,Sunday,matin,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,perturbation,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,41.0,0.0,5.18,3.0,False,2023-09-17 10:00:00,10,6,True,moyenne,23
209,2023-07-28,2023-07-29,06:00,2023-07-29,10:00,240,2023,7,Saturday,matin,Centre,Kadiogo,Ouagadougou,Dassasgho,12.384,-1.469,imprévue,déficit de production,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,41.4,3.7,6.64,4.0,True,2023-07-29 06:00:00,6,5,True,moyenne,13
210,2022-04-17,2022-04-17,12:00,2022-04-17,15:00,180,2022,4,Sunday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,imprévue,orage ou intempéries,terminée,Faso Actu,media,https://faso-actu.info/,0.75,moyen,35.5,0.0,5.39,3.0,False,2022-04-17 12:00:00,12,6,True,moyenne,31
211,2025-10-18,2025-10-19,18:00,2025-10-20,00:00,360,2025,10,Sunday,soir,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,travaux entretien réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,32.0,1.4,6.64,6.0,True,2025-10-19 18:00:00,18,6,True,longue,26
212,2024-04-07,2024-04-09,07:00,2024-04-09,09:00,120,2024,4,Tuesday,matin,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,imprévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,37.0,3.4,5.58,2.0,False,2024-04-09 07:00:00,7,1,False,moyenne,17
213,2020-11-26,2020-11-27,14:00,2020-11-27,15:00,60,2020,11,Friday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,raccordement nouveaux postes,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,faible,42.0,1.3,5.12,1.0,False,2020-11-27 14:00:00,14,4,False,courte,56
214,2025-12-12,2025-12-13,06:00,2025-12-13,14:00,480,2025,12,Saturday,matin,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,prévue,travaux entretien réseau,terminée,Donnée expérimentale,simulation,,0.2,élevé,42.9,2.4,5.06,8.0,True,2025-12-13 06:00:00,6,5,True,longue,26
215,2023-03-29,2023-03-31,08:00,2023-03-31,09:30,90,2023,3,Friday,matin,Hauts-Bassins,,Bobo-Dioulasso,Sarfala,11.177,-4.31,imprévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,37.2,0.0,5.78,1.5,False,2023-03-31 08:00:00,8,4,False,moyenne,16
216,2022-09-15,2022-09-18,07:00,2022-09-18,15:00,480,2022,9,Sunday,matin,Centre-Nord,,Kaya,Secteur 4,13.091,-1.083,prévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,34.8,3.3,6.36,8.0,True,2022-09-18 07:00:00,7,6,True,longue,17
217,2021-10-09,2021-10-09,09:30,2021-10-09,15:30,360,2021,10,Saturday,matin,Sud-Ouest,,Gaoua,Secteur 3,10.324,-3.19,perturbation,travaux entretien réseau,terminée,Signalement utilisateur,terrain,,0.55,élevé,38.5,0.6,5.61,6.0,True,2021-10-09 09:30:00,9,5,True,longue,24
218,2023-10-03,2023-10-03,20:00,2023-10-03,21:00,60,2023,10,Tuesday,soir,Nord,,Ouahigouya,Secteur 10,13.57,-2.41,perturbation,surcharge du réseau,terminée,Faso Actu,media,https://faso-actu.info/,0.75,faible,30.2,0.0,6.08,1.0,False,2023-10-03 20:00:00,20,1,False,courte,23
219,2026-03-17,2026-03-20,18:00,2026-03-21,00:00,360,2026,3,Friday,soir,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,30.8,4.2,5.97,6.0,True,2026-03-20 18:00:00,18,4,False,longue,56
220,2021-09-15,2021-09-17,18:00,2021-09-17,21:00,180,2021,9,Friday,soir,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,29.9,2.8,5.13,3.0,False,2021-09-17 18:00:00,18,4,False,moyenne,28
221,2021-09-19,2021-09-21,18:00,2021-09-21,19:30,90,2021,9,Tuesday,soir,Centre,Kadiogo,Ouagadougou,Gounghin,12.357,-1.543,prévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,faible,32.7,2.7,4.63,1.5,False,2021-09-21 18:00:00,18,1,False,moyenne,9
222,2022-06-10,2022-06-13,14:30,2022-06-13,19:30,300,2022,6,Monday,après-midi,Est,,Fada N'Gourma,Secteur 11,12.056,0.366,perturbation,surcharge du réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,38.6,2.0,6.47,5.0,True,2022-06-13 14:30:00,14,0,False,longue,26
223,2021-08-07,2021-08-10,16:30,2021-08-10,19:30,180,2021,8,Tuesday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,imprévue,maintenance programmée,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,31.8,0.2,4.56,3.0,False,2021-08-10 16:30:00,16,1,False,moyenne,31
224,2021-07-12,2021-07-14,16:00,2021-07-14,19:00,180,2021,7,Wednesday,après-midi,Hauts-Bassins,,Bobo-Dioulasso,Bindougousso,11.189,-4.289,perturbation,orage ou intempéries,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,34.2,5.5,5.85,3.0,False,2021-07-14 16:00:00,16,2,False,moyenne,17
225,2024-03-11,2024-03-11,14:30,2024-03-11,17:30,180,2024,3,Monday,après-midi,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,imprévue,maintenance programmée,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,40.2,0.3,5.01,3.0,False,2024-03-11 14:30:00,14,0,False,moyenne,56
226,2024-11-12,2024-11-15,18:00,2024-11-15,22:00,240,2024,11,Friday,soir,Centre,Kadiogo,Ouagadougou,Rayongo,12.318,-1.451,travaux,orage ou intempéries,terminée,Signalement utilisateur,terrain,,0.55,moyen,37.4,0.7,5.09,4.0,True,2024-11-15 18:00:00,18,4,False,moyenne,6
227,2026-03-17,2026-03-17,09:00,2026-03-17,14:00,300,2026,3,Tuesday,matin,Centre,Kadiogo,Ouagadougou,Rayongo,12.318,-1.451,imprévue,incident technique,terminée,Signalement utilisateur,terrain,,0.55,élevé,32.3,1.8,6.0,5.0,True,2026-03-17 09:00:00,9,1,False,longue,6
228,2024-05-03,2024-05-05,14:00,2024-05-05,16:00,120,2024,5,Sunday,après-midi,Nord,,Ouahigouya,Secteur 2,13.583,-2.421,prévue,surcharge du réseau,terminée,Lefaso.net,media,https://lefaso.net/,0.8,moyen,41.6,5.6,5.46,2.0,False,2024-05-05 14:00:00,14,6,True,moyenne,28
229,2021-03-15,2021-03-18,14:00,2021-03-18,18:00,240,2021,3,Thursday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,40.0,0.8,4.71,4.0,True,2021-03-18 14:00:00,14,3,False,moyenne,31
230,2022-09-05,2022-09-05,06:00,2022-09-05,09:00,180,2022,9,Monday,matin,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,imprévue,maintenance programmée,terminée,Signalement utilisateur,terrain,,0.55,moyen,40.3,7.3,6.32,3.0,False,2022-09-05 06:00:00,6,0,False,moyenne,25
231,2023-03-02,2023-03-02,18:00,2023-03-02,20:00,120,2023,3,Thursday,soir,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,surcharge du réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,31.0,0.0,5.85,2.0,False,2023-03-02 18:00:00,18,3,False,moyenne,56
232,2021-12-29,2021-12-31,07:00,2021-12-31,10:00,180,2021,12,Friday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,prévue,travaux entretien réseau,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,moyen,30.8,0.0,4.84,3.0,False,2021-12-31 07:00:00,7,4,False,moyenne,56
233,2023-03-04,2023-03-04,16:00,2023-03-04,17:30,90,2023,3,Saturday,après-midi,Centre,Kadiogo,Ouagadougou,Tanghin,12.389,-1.515,perturbation,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,42.9,0.0,4.63,1.5,False,2023-03-04 16:00:00,16,5,True,moyenne,12
234,2021-09-24,2021-09-27,18:00,2021-09-27,23:00,300,2021,9,Monday,soir,Centre-Ouest,,Koudougou,Secteur 1,12.252,-2.363,prévue,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,39.3,6.5,5.62,5.0,True,2021-09-27 18:00:00,18,0,False,longue,56
235,2024-05-02,2024-05-05,20:00,2024-05-05,21:00,60,2024,5,Sunday,soir,Centre,Kadiogo,Ouagadougou,Gounghin,12.357,-1.543,travaux,raccordement nouveaux postes,terminée,Donnée expérimentale,simulation,,0.2,faible,34.7,0.8,5.43,1.0,False,2024-05-05 20:00:00,20,6,True,courte,9
236,2021-07-26,2021-07-26,16:00,2021-07-26,19:00,180,2021,7,Monday,après-midi,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,perturbation,travaux entretien réseau,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,moyen,36.7,0.0,6.53,3.0,False,2021-07-26 16:00:00,16,0,False,moyenne,31
237,2020-08-15,2020-08-17,07:00,2020-08-17,12:00,300,2020,8,Monday,matin,Est,,Fada N'Gourma,Secteur 1,12.061,0.359,perturbation,raccordement nouveaux postes,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,élevé,32.6,0.0,5.72,5.0,True,2020-08-17 07:00:00,7,0,False,longue,56
238,2020-09-18,2020-09-18,10:00,2020-09-18,16:00,360,2020,9,Friday,matin,Centre,Kadiogo,Ouagadougou,Karpala,12.317,-1.493,imprévue,déficit de production,terminée,Lefaso.net,media,https://lefaso.net/,0.8,élevé,32.5,0.0,6.13,6.0,True,2020-09-18 10:00:00,10,4,False,longue,11
239,2024-01-25,2024-01-27,09:00,2024-01-27,10:30,90,2024,1,Saturday,matin,Centre-Nord,,Kaya,Secteur 6,13.102,-1.095,prévue,orage ou intempéries,terminée,SONABEL,officielle,https://www.facebook.com/sonabelbf/,1.0,faible,38.8,1.9,6.21,1.5,False,2024-01-27 09:00:00,9,5,True,moyenne,31
240,2025-07-17,2025-07-17,18:00,2025-07-17,23:00,300,2025,7,Thursday,soir,Centre-Ouest,,Koudougou,Secteur 5,12.243,-2.365,prévue,orage ou intempéries,terminée,Wakat Séra,media,https://www.wakatsera.com/?s=SONABEL+coupure,0.8,élevé,32.4,2.7,6.58,5.0,True,2025-07-17 18:00:00,18,3,False,longue,25
